UniProt1	UniProt2	symbol1	symbol2	evidence type	heart
P25445	P35222	FAS	CTNNB1	exp	1
P25445	Q9UNN5	FAS	FAF1	exp;ortho;pred	1
P25445	P55957	FAS	BID	exp;pred	1
P25445	Q9NU22	FAS	MDN1	exp	1
P25445	P61586	FAS	RHOA	exp	1
P25445	Q9H422	FAS	HIPK3	exp;ortho;pred	1
P25445	Q8N6R0	FAS	METTL13	exp	1
P25445	Q9Y232	FAS	CDYL	exp	1
P25445	Q9BPY3	FAS	FAM118B	exp	1
P25445	P46379	FAS	BAG6	exp	1
P25445	Q12923	FAS	PTPN13	exp;pred	1
P25445	Q15628	FAS	TRADD	exp;pred	1
P25445	Q9P0S2	FAS	COX16	exp	1
P25445	Q05513	FAS	PRKCZ	exp;pred	1
P25445	Q13501	FAS	SQSTM1	exp;pred	1
P25445	Q9H0H0	FAS	INTS2	exp	1
P25445	P25445	FAS	FAS	exp	1
P26678	P26678	PLN	PLN	exp	1
P26678	Q92997	PLN	DVL3	exp	1
P26678	Q9BXK5	PLN	BCL2L13	exp	1
P26678	Q16821	PLN	PPP1R3A	exp	1
P26678	Q96BA8	PLN	CREB3L1	exp	1
P26678	Q09013	PLN	DMPK	exp;pred	1
P26678	Q92838	PLN	EDA	exp	1
P31040	Q14974	SDHA	KPNB1	exp	1
P31040	Q9NX18	SDHA	SDHAF2	exp	1
P31040	P60520	SDHA	GABARAPL2	exp	1
P31040	Q15084	SDHA	PDIA6	exp	1
P31040	Q9BYD6	SDHA	MRPL1	exp	1
P31040	Q9NRD1	SDHA	FBXO6	exp	1
P31040	P32121	SDHA	ARRB2	exp	1
P31040	P62888	SDHA	RPL30	exp	1
P31040	P61026	SDHA	RAB10	exp	1
P31040	P62191	SDHA	PSMC1	exp	1
P31040	Q9H9B4	SDHA	SFXN1	exp	1
P31040	P60174	SDHA	TPI1	exp	1
P31040	P34932	SDHA	HSPA4	exp	1
P31040	P50454	SDHA	SERPINH1	exp	1
P31040	Q9NRC8	SDHA	SIRT7	exp	1
P31040	Q96LJ8	SDHA	UBXN10	exp	1
P31040	Q9UQE7	SDHA	SMC3	exp	1
P31040	P34897	SDHA	SHMT2	exp	1
P31040	P40926	SDHA	MDH2	exp	1
P31040	Q96I99	SDHA	SUCLG2	exp	1
P31040	P31942	SDHA	HNRNPH3	exp	1
P31040	Q03518	SDHA	TAP1	exp	1
P31040	Q9NX63	SDHA	CHCHD3	exp	1
P31040	Q9NRP4	SDHA	SDHAF3	exp	1
P31040	Q9Y241	SDHA	HIGD1A	exp	1
P31040	Q86YH6	SDHA	PDSS2	exp	1
P31040	P78371	SDHA	CCT2	exp	1
P31040	P49619	SDHA	DGKG	exp	1
P31040	P63104	SDHA	YWHAZ	exp;ortho	1
P31040	P38919	SDHA	EIF4A3	exp	1
P31040	Q08945	SDHA	SSRP1	exp	1
P31040	Q49AN0	SDHA	CRY2	exp	1
P31040	P62258	SDHA	YWHAE	exp;ortho	1
P31040	Q8NCW5	SDHA	NAXE	exp	1
P31040	P53621	SDHA	COPA	exp	1
P31040	Q13619	SDHA	CUL4A	exp	1
P31040	Q9NV92	SDHA	NDFIP2	exp	1
P31040	P51659	SDHA	HSD17B4	exp	1
P31040	Q5JTZ9	SDHA	AARS2	exp	1
P31040	Q00325	SDHA	SLC25A3	exp	1
P31040	Q9NX62	SDHA	IMPAD1	exp	1
P31040	Q9UBU9	SDHA	NXF1	exp	1
P31040	Q9BVC6	SDHA	TMEM109	exp	1
P31040	Q15717	SDHA	ELAVL1	exp	1
P31040	P50416	SDHA	CPT1A	exp	1
P31040	Q13616	SDHA	CUL1	exp	1
P31040	P41219	SDHA	PRPH	exp	1
P31040	Q16082	SDHA	HSPB2	exp	1
P31040	P62937	SDHA	PPIA	exp	1
P31040	Q14164	SDHA	IKBKE	exp	1
P31040	Q9Y285	SDHA	FARSA	exp	1
P31040	P61421	SDHA	ATP6V0D1	exp	1
P31040	Q8IY67	SDHA	RAVER1	exp	1
P31040	Q9Y6H1	SDHA	CHCHD2	exp	1
P31040	Q9H492	SDHA	MAP1LC3A	exp	1
P31040	Q07065	SDHA	CKAP4	exp	1
P31040	P67870	SDHA	CSNK2B	exp	1
P31040	Q14197	SDHA	MRPL58	exp	1
P31040	P31946	SDHA	YWHAB	exp	1
P31040	Q9UNN8	SDHA	PROCR	exp	1
P31040	Q99829	SDHA	CPNE1	exp	1
P31040	P53396	SDHA	ACLY	exp	1
P31040	Q13618	SDHA	CUL3	exp	1
P31040	P82933	SDHA	MRPS9	exp	1
P31040	Q14566	SDHA	MCM6	exp	1
P31040	Q9H0R8	SDHA	GABARAPL1	exp	1
P31040	Q96E29	SDHA	MTERF3	exp	1
P31040	Q13617	SDHA	CUL2	exp	1
P31040	Q9HC38	SDHA	GLOD4	exp;ortho	1
P31040	Q03252	SDHA	LMNB2	exp	1
P31040	P49821	SDHA	NDUFV1	exp	1
P31040	Q9NZJ7	SDHA	MTCH1	exp	1
P31040	Q96EY1	SDHA	DNAJA3	exp	1
P31040	Q9UL25	SDHA	RAB21	exp	1
P31040	P49755	SDHA	TMED10	exp	1
P31040	P50213	SDHA	IDH3A	exp	1
P31040	Q8IWT6	SDHA	LRRC8A	exp	1
P31040	Q5HYA8	SDHA	TMEM67	exp	1
P31040	Q15126	SDHA	PMVK	exp	1
P31040	Q8NC51	SDHA	SERBP1	exp	1
P31040	Q99460	SDHA	PSMD1	exp	1
P31040	Q969T9	SDHA	WBP2	exp	1
P31040	P61106	SDHA	RAB14	exp	1
P31040	P47985	SDHA	UQCRFS1	exp	1
P31040	P40925	SDHA	MDH1	exp	1
P31040	Q92499	SDHA	DDX1	exp	1
P31040	P31153	SDHA	MAT2A	exp	1
P31040	P38646	SDHA	HSPA9	exp	1
P31040	Q9NUH8	SDHA	TMEM14B	exp	1
P31040	Q9Y230	SDHA	RUVBL2	exp	1
P31040	Q92616	SDHA	GCN1	exp	1
P31040	P35998	SDHA	PSMC2	exp	1
P31040	Q92918	SDHA	MAP4K1	exp	1
P31040	P53597	SDHA	SUCLG1	exp;pred	1
P31040	Q00341	SDHA	HDLBP	exp	1
P31040	Q9NTG7	SDHA	SIRT3	exp	1
P31040	Q9BVK6	SDHA	TMED9	exp	1
P31040	Q9Y512	SDHA	SAMM50	exp	1
P31040	Q92905	SDHA	COPS5	exp	1
P31040	Q16595	SDHA	FXN	exp	1
P31040	Q15006	SDHA	EMC2	exp	1
P31040	P43490	SDHA	NAMPT	exp	1
P31040	Q86VP6	SDHA	CAND1	exp	1
P31040	Q99832	SDHA	CCT7	exp	1
P31040	Q14697	SDHA	GANAB	exp	1
P31040	Q16526	SDHA	CRY1	exp	1
P31040	Q9UPQ7	SDHA	PDZRN3	exp	1
P31040	P50990	SDHA	CCT8	exp	1
P31040	Q9P0J1	SDHA	PDP1	exp	1
P31040	Q93034	SDHA	CUL5	exp	1
P31040	Q9UPT8	SDHA	ZC3H4	exp	1
P31040	Q00059	SDHA	TFAM	exp	1
P31040	P49327	SDHA	FASN	exp	1
P31040	Q13200	SDHA	PSMD2	exp	1
P31040	P61981	SDHA	YWHAG	exp	1
P31040	Q3ZCQ8	SDHA	TIMM50	exp	1
P31040	Q9UBS4	SDHA	DNAJB11	exp	1
P31040	Q02127	SDHA	DHODH	exp	1
P31040	Q9H845	SDHA	ACAD9	exp	1
P31040	Q99714	SDHA	HSD17B10	exp	1
P31040	Q15843	SDHA	NEDD8	exp	1
P31040	P62807	SDHA	HIST1H2BC;HIST1H2BE;HIST1H2BF;HIST1H2BG;HIST1H2BI	exp	1
P31040	P62195	SDHA	PSMC5	exp	1
P31040	Q16740	SDHA	CLPP	exp	1
P31040	P31930	SDHA	UQCRC1	exp;pred	1
P31040	Q96FW1	SDHA	OTUB1	exp	1
P31040	Q13501	SDHA	SQSTM1	exp	1
P31040	Q8WXH0	SDHA	SYNE2	exp	1
P31040	Q7L5N1	SDHA	COPS6	exp	1
P31040	P55809	SDHA	OXCT1	exp	1
P31040	Q5T2R2	SDHA	PDSS1	exp	1
P31040	Q99643	SDHA	SDHC	exp;ortho;pred	1
P31040	Q5VUM1	SDHA	SDHAF4	exp	1
P31040	Q9P2R7	SDHA	SUCLA2	exp	1
P31040	Q14CZ7	SDHA	FASTKD3	exp	1
P35609	Q8WW35	ACTN2	TCTEX1D2	exp	1
P35609	Q5PSV4	ACTN2	BRMS1L	exp	1
P35609	Q8WZ42	ACTN2	TTN	exp;pred	1
P35609	P78560	ACTN2	CRADD	exp	1
P35609	Q53GG5	ACTN2	PDLIM3	exp;pred	1
P35609	P46939	ACTN2	UTRN	exp;pred	1
P35609	Q15788	ACTN2	NCOA1	exp	1
P35609	Q13352	ACTN2	ITGB3BP	exp	1
P35609	Q8IY33	ACTN2	MICALL2	exp	1
P35609	Q9Y2D8	ACTN2	SSX2IP	exp	1
P35609	Q08043	ACTN2	ACTN3	exp;pred	1
P35609	Q15596	ACTN2	NCOA2	exp	1
P35609	P48552	ACTN2	NRIP1	exp	1
P35609	Q8TDC0	ACTN2	MYOZ3	exp;pred	1
P35609	Q86TC9	ACTN2	MYPN	exp	1
P35609	Q9H8T0	ACTN2	AKTIP	exp	1
P35609	Q13224	ACTN2	GRIN2B	exp;ortho;pred	1
P35609	Q15942	ACTN2	ZYX	exp;pred	1
P35609	Q8IY67	ACTN2	RAVER1	exp;pred	1
P35609	Q9UKX2	ACTN2	MYH2	exp;pred	1
P35609	P49458	ACTN2	SRP9	exp	1
P35609	Q9Y247	ACTN2	FAM50B	exp	1
P35609	P67936	ACTN2	TPM4	exp;pred	1
P35609	P42766	ACTN2	RPL35	exp	1
P35609	Q9NP98	ACTN2	MYOZ1	exp;ortho;pred	1
P35609	Q86VF7	ACTN2	NRAP	exp	1
P35609	Q969P0	ACTN2	IGSF8	exp	1
P35609	Q7Z7H8	ACTN2	MRPL10	exp	1
P35609	Q9HAU0	ACTN2	PLEKHA5	exp	1
P35609	Q9H2S1	ACTN2	KCNN2	exp	1
P35609	Q9NPC6	ACTN2	MYOZ2	exp;ortho;pred	1
P35609	Q12959	ACTN2	DLG1	exp;pred	1
P35609	Q13573	ACTN2	SNW1	exp	1
P35609	Q9Y623	ACTN2	MYH4	exp	1
P35609	Q9UMS6	ACTN2	SYNPO2	exp	1
P35609	Q96RT1	ACTN2	ERBIN	exp	1
P35609	P63104	ACTN2	YWHAZ	exp;ortho;pred	1
P35609	P68366	ACTN2	TUBA4A	exp	1
P35609	Q9UKG1	ACTN2	APPL1	exp	1
P35609	P54296	ACTN2	MYOM2	exp;pred	1
P35609	Q9H0E2	ACTN2	TOLLIP	exp	1
P35609	Q6P0Q8	ACTN2	MAST2	exp	1
P35609	Q99700	ACTN2	ATXN2	exp;pred	1
P35609	Q15506	ACTN2	SPA17	exp	1
P35609	Q7Z5G4	ACTN2	GOLGA7	exp	1
P35609	P78352	ACTN2	DLG4	exp	1
P35609	Q9UBF9	ACTN2	MYOT	exp;pred	1
P35609	Q9UQP3	ACTN2	TNN	exp;pred	1
P35609	Q13563	ACTN2	PKD2	exp	1
P35609	P35609	ACTN2	ACTN2	exp;pred	1
P35609	P47897	ACTN2	QARS	exp	1
P35609	P50461	ACTN2	CSRP3	exp;pred	1
P35609	Q92831	ACTN2	KAT2B	exp	1
P35609	Q13557	ACTN2	CAMK2D	exp	1
P35609	P60709	ACTN2	ACTB	exp;pred	1
P35609	Q53FD0	ACTN2	ZC2HC1C	exp	1
P35609	Q8WX93	ACTN2	PALLD	exp	1
P35609	P38432	ACTN2	COIL	exp	1
P35609	P62736	ACTN2	ACTA2	exp	1
P35609	Q9NRI5	ACTN2	DISC1	exp	1
P35609	P62140	ACTN2	PPP1CB	exp	1
P35609	Q9Y561	ACTN2	LRP12	exp	1
P35609	Q8TE68	ACTN2	EPS8L1	exp	1
P35609	Q14160	ACTN2	SCRIB	exp	1
P35609	Q9UBL3	ACTN2	ASH2L	exp	1
P45379	P63316	TNNT2	TNNC1	exp;pred	1
P45379	Q15014	TNNT2	MORF4L2	exp	1
P45379	Q9UM47	TNNT2	NOTCH3	exp	1
P45379	Q13163	TNNT2	MAP2K5	exp	1
P45379	Q99683	TNNT2	MAP3K5	exp	1
P48023	Q96RF0	FASLG	SNX18	exp;pred	1
P48023	Q9NZQ3	FASLG	NCKIPSD	exp;pred	1
P48023	Q6XZF7	FASLG	DNMBP	exp	1
P48023	P48023	FASLG	FASLG	exp;pred	1
P48023	Q96RU3	FASLG	FNBP1	exp;pred	1
P48023	Q13526	FASLG	PIN1	exp	1
P48023	Q8TE67	FASLG	EPS8L3	exp	1
P48023	Q9BRR9	FASLG	ARHGAP9	exp	1
P48023	Q13158	FASLG	FADD	exp;pred	1
P48023	Q7Z3S9	FASLG	NOTCH2NL	exp	1
P48023	Q9UKS6	FASLG	PACSIN3	exp;pred	1
P48023	Q8TEC5	FASLG	SH3RF2	exp	1
P48023	P52565	FASLG	ARHGDIA	exp	1
P48023	Q8N1I0	FASLG	DOCK4	exp	1
P48023	Q8IVL6	FASLG	P3H3	exp	1
P48023	Q9UER7	FASLG	DAXX	exp	1
P48023	Q12923	FASLG	PTPN13	exp;pred	1
P48023	Q8NHP6	FASLG	MOSPD2	exp	1
P48023	Q9UKN7	FASLG	MYO15A	exp	1
P48023	P63165	FASLG	SUMO1	exp	1
P48023	Q08881	FASLG	ITK	exp;pred	1
P48023	Q5TCZ1	FASLG	SH3PXD2A	exp	1
P48023	Q14790	FASLG	CASP8	exp;pred	1
P48023	P55345	FASLG	PRMT2	exp	1
P48023	Q92851	FASLG	CASP10	exp;pred	1
P48023	Q9NZM3	FASLG	ITSN2	exp;pred	1
P48023	Q92882	FASLG	OSTF1	exp	1
P48023	Q15642	FASLG	TRIP10	exp;pred	1
P48023	Q9BQI3	FASLG	EIF2AK1	exp	1
P48023	P61586	FASLG	RHOA	exp	1
P48023	Q15654	FASLG	TRIP6	exp;pred	1
P48023	Q99963	FASLG	SH3GL3	exp	1
P48023	Q9BY11	FASLG	PACSIN1	exp;pred	1
P48023	Q9UNF0	FASLG	PACSIN2	exp;pred	1
P48023	P55957	FASLG	BID	exp;pred	1
P48023	P62993	FASLG	GRB2	exp;pred	1
P48023	Q9Y5X1	FASLG	SNX9	exp;pred	1
P48023	Q7Z6B7	FASLG	SRGAP1	exp	1
P48023	Q03164	FASLG	KMT2A	exp	1
P48023	P54284	FASLG	CACNB3	exp	1
P48023	Q8WV41	FASLG	SNX33	exp;pred	1
P48735	Q12931	IDH2	TRAP1	exp	1
P48735	Q8IWL3	IDH2	HSCB	exp	1
P48735	Q9P0J7	IDH2	KCMF1	exp	1
P48735	P50213	IDH2	IDH3A	exp;pred	1
P48735	P48735	IDH2	IDH2	exp;pred	1
P48735	P51553	IDH2	IDH3G	exp;pred	1
P48735	Q13547	IDH2	HDAC1	exp	1
P48735	Q9UQ80	IDH2	PA2G4	exp	1
P48735	P56945	IDH2	BCAR1	exp	1
P48735	Q96H96	IDH2	COQ2	exp	1
P48735	Q7KZF4	IDH2	SND1	exp	1
P48735	Q14CZ7	IDH2	FASTKD3	exp	1
P48735	P61088	IDH2	UBE2N	exp	1
P48735	Q9NUM3	IDH2	SLC39A9	exp	1
P48735	Q8WWB7	IDH2	GLMP	exp	1
P48735	Q6NUN9	IDH2	ZNF746	exp	1
P48735	Q8WVZ9	IDH2	KBTBD7	exp	1
P48735	P52815	IDH2	MRPL12	exp	1
P49327	Q96CW1	FASN	AP2M1	exp	1
P49327	Q96KQ7	FASN	EHMT2	exp	1
P49327	Q12951	FASN	FOXI1	exp	1
P49327	Q14999	FASN	CUL7	exp	1
P49327	Q9H492	FASN	MAP1LC3A	exp	1
P49327	Q9ULL5	FASN	PRR12	exp	1
P49327	Q7KZN9	FASN	COX15	exp	1
P49327	Q9UBV8	FASN	PEF1	exp	1
P49327	Q99816	FASN	TSG101	exp	1
P49327	Q9HCE7	FASN	SMURF1	exp	1
P49327	Q8IV20	FASN	LACC1	exp	1
P49327	Q9NRC8	FASN	SIRT7	exp	1
P49327	Q7Z6Z7	FASN	HUWE1	exp	1
P49327	Q00653	FASN	NFKB2	exp;pred	1
P49327	Q8IVM0	FASN	CCDC50	exp	1
P49327	Q01518	FASN	CAP1	exp	1
P49327	P60484	FASN	PTEN	exp	1
P49327	Q96EB6	FASN	SIRT1	exp	1
P49327	P61326	FASN	MAGOH	exp	1
P49327	Q13573	FASN	SNW1	exp	1
P49327	Q99459	FASN	CDC5L	exp	1
P49327	Q13322	FASN	GRB10	exp	1
P49327	P49736	FASN	MCM2	exp	1
P49327	Q13509	FASN	TUBB3	exp	1
P49327	Q9H0W5	FASN	CCDC8	exp	1
P49327	Q13618	FASN	CUL3	exp	1
P49327	Q9NQC7	FASN	CYLD	exp	1
P49327	Q06124	FASN	PTPN11	exp;ortho	1
P49327	Q92831	FASN	KAT2B	exp;ortho	1
P49327	Q9NZL4	FASN	HSPBP1	exp	1
P49327	Q8N8N7	FASN	PTGR2	exp	1
P49327	Q9Y496	FASN	KIF3A	exp	1
P49327	Q53GQ0	FASN	HSD17B12	exp	1
P49327	Q96RT1	FASN	ERBIN	exp	1
P49327	Q9H0R8	FASN	GABARAPL1	exp	1
P49327	Q06210	FASN	GFPT1	exp	1
P49327	Q96FW1	FASN	OTUB1	exp	1
P49327	Q49AN0	FASN	CRY2	exp	1
P49327	Q13395	FASN	TARBP1	exp	1
P49327	Q8IVT5	FASN	KSR1	exp	1
P49327	P63104	FASN	YWHAZ	exp;ortho	1
P49327	Q9UPT9	FASN	USP22	exp	1
P49327	Q9NRD1	FASN	FBXO6	exp	1
P49327	P55055	FASN	NR1H2	exp	1
P49327	Q9BXB1	FASN	LGR4	exp	1
P49327	Q92526	FASN	CCT6B	exp	1
P49327	P78527	FASN	PRKDC	exp;ortho;pred	1
P49327	Q63ZY3	FASN	KANK2	exp	1
P49327	Q15464	FASN	SHB	exp	1
P49327	Q9NPI1	FASN	BRD7	exp	1
P49327	P67936	FASN	TPM4	exp	1
P49327	P52757	FASN	CHN2	exp	1
P49327	Q14653	FASN	IRF3	exp	1
P49327	Q6NUN9	FASN	ZNF746	exp	1
P49327	Q9UQL6	FASN	HDAC5	exp	1
P49327	Q13133	FASN	NR1H3	exp	1
P49327	Q9Y446	FASN	PKP3	exp	1
P49327	Q8WU20	FASN	FRS2	exp	1
P49327	Q16526	FASN	CRY1	exp	1
P49327	Q13418	FASN	ILK	exp	1
P49327	Q13233	FASN	MAP3K1	exp;pred	1
P49327	Q99704	FASN	DOK1	exp	1
P49327	Q99714	FASN	HSD17B10	exp	1
P49327	Q9Y6K9	FASN	IKBKG	exp;pred	1
P49327	Q9GZQ8	FASN	MAP1LC3B	exp	1
P49327	Q9NZJ7	FASN	MTCH1	exp	1
P49327	P49327	FASN	FASN	exp;ortho	1
P49327	Q02880	FASN	TOP2B	exp;ortho	1
P49327	Q92597	FASN	NDRG1	exp	1
P49327	Q99759	FASN	MAP3K3	exp;pred	1
P49327	Q12888	FASN	TP53BP1	exp	1
P49327	Q71U36	FASN	TUBA1A	exp;pred	1
P49327	Q99615	FASN	DNAJC7	exp	1
P49327	Q16665	FASN	HIF1A	exp	1
P49327	P49407	FASN	ARRB1	exp;pred	1
P49327	Q99594	FASN	TEAD3	exp	1
P49327	Q9H3D4	FASN	TP63	exp	1
P49327	P50402	FASN	EMD	exp	1
P49327	Q6IQ23	FASN	PLEKHA7	exp	1
P49327	Q01844	FASN	EWSR1	exp	1
P49768	P55809	PSEN1	OXCT1	exp	1
P49768	P54725	PSEN1	RAD23A	exp	1
P49768	Q08211	PSEN1	DHX9	exp	1
P49768	P68363	PSEN1	TUBA1B	exp	1
P49768	Q8WW43	PSEN1	APH1B	exp;pred	1
P49768	Q9UMX0	PSEN1	UBQLN1	exp;pred	1
P49768	Q15382	PSEN1	RHEB	exp	1
P49768	P50502	PSEN1	ST13	exp	1
P49768	Q9BQ95	PSEN1	ECSIT	exp	1
P49768	P62491	PSEN1	RAB11A	exp	1
P49768	Q63ZY3	PSEN1	KANK2	exp	1
P49768	Q16543	PSEN1	CDC37	exp	1
P49768	P49841	PSEN1	GSK3B	exp;ortho;pred	1
P49768	Q92947	PSEN1	GCDH	exp	1
P49768	Q96FJ0	PSEN1	STAMBPL1	exp	1
P49768	Q13190	PSEN1	STX5	exp;pred	1
P49768	Q9Y4K3	PSEN1	TRAF6	exp;pred	1
P49768	P49810	PSEN1	PSEN2	exp;ortho;pred	1
P49768	Q92913	PSEN1	FGF13	exp	1
P49768	P50549	PSEN1	ETV1	exp;pred	1
P49768	Q9C0B0	PSEN1	UNK	exp;ortho	1
P49768	Q96TA2	PSEN1	YME1L1	exp	1
P49768	P62993	PSEN1	GRB2	exp;pred	1
P49768	Q92736	PSEN1	RYR2	exp	1
P49768	Q9NXK8	PSEN1	FBXL12	exp	1
P49768	Q14118	PSEN1	DAG1	exp	1
P49768	Q9NZM3	PSEN1	ITSN2	exp	1
P49768	Q05513	PSEN1	PRKCZ	exp;pred	1
P49768	Q6UX71	PSEN1	PLXDC2	exp	1
P49768	Q9UM47	PSEN1	NOTCH3	exp;ortho;pred	1
P49768	Q9BUP0	PSEN1	EFHD1	exp	1
P49768	Q8TCT7	PSEN1	SPPL2B	exp	1
P49768	P55212	PSEN1	CASP6	exp;pred	1
P49768	Q96BI3	PSEN1	APH1A	exp;ortho;pred	1
P49768	Q99466	PSEN1	NOTCH4	exp;ortho	1
P49768	Q9NQB0	PSEN1	TCF7L2	exp;pred	1
P49768	Q96TC7	PSEN1	RMDN3	exp	1
P49768	Q15011	PSEN1	HERPUD1	exp;pred	1
P49768	Q02410	PSEN1	APBA1	exp;pred	1
P49768	Q92542	PSEN1	NCSTN	exp;ortho;pred	1
P49768	Q14790	PSEN1	CASP8	exp;pred	1
P49768	Q07817	PSEN1	BCL2L1	exp;pred	1
P49768	Q9UQB3	PSEN1	CTNND2	exp;pred	1
P49768	Q6PIL6	PSEN1	KCNIP4	exp;pred	1
P49768	Q9NZ42	PSEN1	PSENEN	exp;pred	1
P49768	Q9Y4J8	PSEN1	DTNA	exp	1
P49768	P55210	PSEN1	CASP7	exp;pred	1
P49768	Q969H0	PSEN1	FBXW7	exp;pred	1
P49768	Q99828	PSEN1	CIB1	exp;pred	1
P49768	Q9NZJ7	PSEN1	MTCH1	exp;pred	1
P49768	Q16623	PSEN1	STX1A	exp	1
P49768	Q9Y2J2	PSEN1	EPB41L3	exp	1
P49768	P52799	PSEN1	EFNB2	exp;ortho	1
P49768	Q16795	PSEN1	NDUFA9	exp	1
P49768	Q99590	PSEN1	SCAF11	exp	1
P49768	Q8NFT8	PSEN1	DNER	exp	1
P49768	Q6EMK4	PSEN1	VASN	exp	1
P49768	P49768	PSEN1	PSEN1	exp;ortho	1
P49768	Q99569	PSEN1	PKP4	exp;pred	1
P49768	P56817	PSEN1	BACE1	exp;pred	1
P49768	Q14126	PSEN1	DSG2	exp;pred	1
P49768	Q04721	PSEN1	NOTCH2	exp;ortho;pred	1
P49810	Q99828	PSEN2	CIB1	exp;pred	1
P49810	P55210	PSEN2	CASP7	exp;pred	1
P49810	Q99466	PSEN2	NOTCH4	exp;ortho	1
P49810	P55212	PSEN2	CASP6	exp;pred	1
P49810	Q13508	PSEN2	ART3	exp	1
P49810	Q02410	PSEN2	APBA1	exp;pred	1
P49810	Q6PIL6	PSEN2	KCNIP4	exp;pred	1
P49810	P49810	PSEN2	PSEN2	exp	1
P49810	Q15382	PSEN2	RHEB	exp	1
P49810	Q9Y4K3	PSEN2	TRAF6	exp;pred	1
P49810	Q96CN4	PSEN2	EVI5L	exp	1
P49810	Q9UQB3	PSEN2	CTNND2	exp;pred	1
P49810	Q8TAT6	PSEN2	NPLOC4	exp	1
P49810	P53041	PSEN2	PPP5C	exp	1
P49810	Q8TAG9	PSEN2	EXOC6	exp	1
P49810	Q04721	PSEN2	NOTCH2	exp;ortho;pred	1
P49810	Q9NXK8	PSEN2	FBXL12	exp	1
P49810	Q9Y4L5	PSEN2	RNF115	exp	1
P49810	P63261	PSEN2	ACTG1	exp	1
P49810	Q92902	PSEN2	HPS1	exp	1
P49810	Q14192	PSEN2	FHL2	exp;pred	1
P49810	Q9BQ95	PSEN2	ECSIT	exp	1
P49810	P80370	PSEN2	DLK1	exp	1
P49810	Q9UM47	PSEN2	NOTCH3	exp;ortho	1
P49810	Q96CS3	PSEN2	FAF2	exp	1
P49810	Q96BI3	PSEN2	APH1A	exp;ortho;pred	1
P49810	Q8WW43	PSEN2	APH1B	exp;pred	1
P49810	P68400	PSEN2	CSNK2A1	exp;pred	1
P49810	Q14204	PSEN2	DYNC1H1	exp	1
P49810	Q14807	PSEN2	KIF22	exp	1
P49810	Q92947	PSEN2	GCDH	exp	1
P49810	P62491	PSEN2	RAB11A	exp	1
P49810	Q13325	PSEN2	IFIT5	exp	1
P49810	Q13685	PSEN2	AAMP	exp	1
P49810	Q14790	PSEN2	CASP8	exp;pred	1
P49810	Q9NZ42	PSEN2	PSENEN	exp;pred	1
P49810	Q15717	PSEN2	ELAVL1	exp	1
P49810	Q9Y6B2	PSEN2	EID1	exp	1
P49810	Q9Y282	PSEN2	ERGIC3	exp	1
P49810	Q07817	PSEN2	BCL2L1	exp;pred	1
P49810	P62079	PSEN2	TSPAN5	exp	1
P49810	Q9UMX0	PSEN2	UBQLN1	exp;pred	1
P49810	Q92542	PSEN2	NCSTN	exp;ortho;pred	1
P50402	Q8WXH0	EMD	SYNE2	exp;pred	1
P50402	Q9BSJ2	EMD	TUBGCP2	exp	1
P50402	Q99959	EMD	PKP2	exp	1
P50402	Q9P0N5	EMD	TMEM216	exp	1
P50402	Q14839	EMD	CHD4	exp	1
P50402	Q12846	EMD	STX4	exp	1
P50402	P50402	EMD	EMD	exp	1
P50402	Q12824	EMD	SMARCB1	exp	1
P50402	Q6ZNC8	EMD	MBOAT1	exp	1
P50402	Q92466	EMD	DDB2	exp	1
P50402	Q00839	EMD	HNRNPU	exp	1
P50402	Q9BZK7	EMD	TBL1XR1	exp	1
P50402	Q8N7W2	EMD	BEND7	exp	1
P50402	P78527	EMD	PRKDC	exp	1
P50402	Q14676	EMD	MDC1	exp	1
P50402	Q13286	EMD	CLN3	exp	1
P50402	Q9UQL6	EMD	HDAC5	exp	1
P50402	Q9ULW3	EMD	ABT1	exp	1
P50402	Q16543	EMD	CDC37	exp	1
P50402	Q9NVI1	EMD	FANCI	exp	1
P50402	Q8TAQ2	EMD	SMARCC2	exp	1
P50402	P51617	EMD	IRAK1	exp	1
P50402	Q13263	EMD	TRIM28	exp	1
P50402	P57078	EMD	RIPK4	exp	1
P50402	Q504Q3	EMD	PAN2	exp	1
P50402	Q8WTP8	EMD	AEN	exp	1
P50402	Q9BRV8	EMD	SIKE1	exp	1
P50402	Q99814	EMD	EPAS1	exp	1
P50402	Q99963	EMD	SH3GL3	exp;pred	1
P50402	Q15022	EMD	SUZ12	exp	1
P50402	Q96Q45	EMD	TMEM237	exp	1
P50402	Q96PX1	EMD	RNF157	exp	1
P50402	Q8WXI3	EMD	ASB10	exp	1
P50402	Q9UNY5	EMD	ZNF232	exp	1
P50402	Q6ZW49	EMD	PAXIP1	exp	1
P50402	Q2TAY7	EMD	SMU1	exp	1
P50402	P63267	EMD	ACTG2	exp	1
P50402	P68371	EMD	TUBB4B	exp	1
P50402	Q15417	EMD	CNN3	exp	1
P50402	P51858	EMD	HDGF	exp	1
P50402	Q6NW34	EMD	NEPRO	exp	1
P50402	Q9NSA3	EMD	CTNNBIP1	exp	1
P50402	Q7KZN9	EMD	COX15	exp	1
P50402	Q8NBM4	EMD	UBAC2	exp	1
P50402	Q9H2P0	EMD	ADNP	exp	1
P50402	Q13509	EMD	TUBB3	exp	1
